Name,X,Y,Z
Njortamool,46.66,-43.34,-43.69
Njorth,-28.41,-117.38,66.19
Njula,122.63,-163.81,2.22
Njulan,-89.63,47.25,50.59
Njulans,139.97,-171.50,46.47
Njulngan,-38.88,-42.81,-90.88
Njundji,95.84,86.66,-26.84
Njung,73.19,-213.69,26.81
Njunga,91.47,-32.19,-79.56
Njungum,134.59,-21.56,1.16
Njunmin,-55.69,-23.91,-51.84
Njuwai,-21.09,-41.03,17.16
Njuwar,39.19,12.56,69.66
Njuwatem,-81.69,-100.56,60.41
Nkan,42.69,3.41,-166.13
Nkana,43.88,143.63,6.22
Nkanu,66.94,18.84,-129.94
Nkonang,133.19,-2.72,63.50
Nkonjurungu,-81.66,-80.38,19.63
Nkonoman,-42.44,151.50,20.94
Nkwalas,-8.31,50.25,-113.75
NLTT 10055,84.19,-108.94,1.91
NLTT 1139,-64.94,-26.50,-33.41
NLTT 11599,48.78,-62.09,-11.72
NLTT 12130,1.75,-63.59,-99.66
NLTT 12619,0.50,-48.75,-93.91
NLTT 13249,-38.81,9.31,-60.53
NLTT 14641,97.63,-65.19,35.03
NLTT 14879,-31.72,14.00,-67.50
NLTT 1512,-24.19,-113.88,-3.84
NLTT 15714,15.41,-8.38,-31.50
NLTT 16389,-13.31,18.19,-74.34
NLTT 16391,42.91,-8.66,-81.88
NLTT 16570,40.19,1.34,-104.59
NLTT 18561,43.97,23.09,-64.69
NLTT 18945,3.84,30.38,-52.06
NLTT 18977,-43.94,49.78,-64.34
NLTT 19088,43.69,46.31,-86.31
NLTT 19375,105.72,-33.63,21.63
NLTT 19808,46.09,26.78,-43.72
NLTT 20330,-13.94,44.72,-53.22
NLTT 21088,71.56,11.38,-12.50
NLTT 21176,-6.69,55.63,-58.06
NLTT 21440,3.59,46.19,-46.66
NLTT 23036,22.34,61.53,-44.50
NLTT 25207,83.72,34.38,7.66
NLTT 26167,56.53,101.69,-25.31
NLTT 26813,65.56,35.88,11.81
NLTT 2682,69.47,-164.59,45.63
NLTT 27413,25.88,103.81,-25.84
NLTT 2969,-69.56,-25.06,-46.72
NLTT 33782,18.84,111.31,31.19
NLTT 34715,-27.44,66.53,-5.66
NLTT 34755,26.00,62.38,36.59
NLTT 34960,57.78,72.13,66.97
NLTT 35146,86.66,9.75,74.94
NLTT 36689,44.13,17.84,50.19
NLTT 38960,63.31,25.97,95.84
NLTT 40378,72.31,-27.19,68.81
NLTT 41463,-64.75,70.56,6.50
NLTT 41712,-12.00,57.63,79.75
NLTT 42544,-73.75,72.53,13.19
NLTT 42620,-61.78,46.28,-21.53
NLTT 44018,-28.34,32.81,54.16
NLTT 44050,-57.47,38.81,-21.09
NLTT 44219,-20.56,23.38,47.66
NLTT 44958,-58.66,39.28,17.09
NLTT 45090,-87.63,57.19,26.31
NLTT 45576,-45.72,25.66,54.81
NLTT 46403,-101.72,43.47,45.72
NLTT 46621,-43.81,20.34,4.81
NLTT 46629,-67.34,38.22,-25.94
NLTT 46709,-65.31,25.88,23.69
NLTT 4671,69.34,-96.13,36.13
NLTT 47491,-89.00,47.13,-35.25
NLTT 47967,-32.09,-34.53,93.03
NLTT 48502,-99.56,27.13,-4.25
NLTT 49528,-72.63,18.50,-11.75
NLTT 50716,-90.97,40.41,-42.06
NLTT 51200,-62.56,-38.94,34.97
NLTT 51966,-50.41,-37.88,25.31
NLTT 52560,-98.75,-15.56,-5.25
NLTT 5369,-54.91,-67.41,-59.81
NLTT 53690,-64.56,-29.22,3.22
NLTT 53889,-76.50,7.69,-24.97
NLTT 55164,-13.38,-21.66,6.59
NLTT 56379,8.50,-97.53,42.06
NLTT 56881,-108.69,-30.41,-35.72
NLTT 57216,-102.97,-34.53,-34.59
NLTT 57668,23.47,-79.66,34.34
NLTT 5871,30.72,-100.31,-3.41
NLTT 58744,58.09,-156.38,63.34
NLTT 639,-79.16,-78.63,-31.22
NLTT 6655,-52.91,-23.78,-54.47
NLTT 6667,-49.81,-33.44,-55.28
NLTT 7789,76.75,-97.16,24.28
NLTT 7856,72.13,-120.72,6.84
NLTT 8065,18.56,-62.47,-16.63
NLTT 8084,-11.00,-60.69,-44.19
NLTT 8234,17.00,-103.72,-44.19
NLTT 8653,44.16,-101.03,-20.03
NLTT 8662,-7.72,-58.91,-47.47
NLTT 897,57.25,-162.25,54.91
NLTT 9032,-6.63,-80.63,-66.66
NLTT 9447,32.63,-96.75,-41.50
NLTT 9949,45.53,-53.94,5.56
NN 3062,-62.81,-145.72,-37.69
NN 3365,-18.47,11.56,-80.31
No Cha,72.16,-191.63,23.59
No Chang,66.56,-44.19,-120.63
No Chianga,56.59,72.38,-63.09
No Chique,-117.47,24.47,-29.81
No Choen,-1.22,31.75,172.94
No Kono,-96.09,-94.88,64.22
No Miki,38.03,-104.91,139.03
No Mina,111.31,9.84,8.47
No Myoin,-133.50,15.91,120.66
No Myoino,-12.91,-49.06,161.16
Noanama,-97.34,-5.97,87.78
Noati,115.81,-120.50,16.97
Noatiaca,-17.00,8.31,61.34
Noatin,132.84,-1.78,87.88
Noatine,-35.06,31.47,103.13
Noatir,60.41,83.50,83.88
Noco,-49.66,-64.56,152.88
Nocoma,41.31,48.72,67.50
Nocopani,148.06,-48.09,110.78
Nocori,-32.88,-33.47,72.66
Nocorioson,59.50,18.53,-87.66
Noctero,60.97,-168.16,129.44
Noegin,-42.53,-38.06,44.31
Nogais,40.53,-144.97,87.69
Nogambe,121.41,9.41,-76.00
Nogatas,15.91,-99.63,-39.16
Nogatyanka,175.09,-146.66,69.34
Nohocherth,-10.06,-69.31,120.22
Nohock Ek,-85.66,40.81,28.03
Nokana,108.84,-67.94,-80.78
Nokomis,56.91,-21.69,-37.22
Nokomishi,-55.38,-100.59,-39.03
Nokonda,-117.16,-78.19,-39.84
Nokotaikuyu,78.22,129.56,56.72
Nomm Cha,82.78,-5.94,-18.81
Nommai,142.06,62.84,-80.88
Nommamalanu,96.84,-32.09,-94.91
Nommarini,-77.88,-8.34,-80.31
Nona,5.28,-33.28,47.75
Nones,-136.84,78.28,-69.84
Noneskit,95.78,-27.72,100.75
Noongaa,8.75,-3.31,-173.16
Noongatiiq,-20.28,-99.94,-132.16
Noonitokomu,1.41,-88.09,70.94
Nootaitya,135.44,59.06,46.41
Nootayuto,61.88,159.44,-69.06
Nootkena,-103.88,0.94,-78.47
Nootkenk,-66.00,41.84,15.34
Nora,92.66,-213.00,82.06
Norn,14.75,-39.63,-77.59
Nornari,4.56,-2.78,45.38
Nortes,69.53,-157.06,54.53
Nortia,47.78,3.44,-80.31
Norwar,88.63,-110.09,-98.56
Norweilemil,-49.28,-18.41,87.09
Noti,72.16,42.81,-31.44
Notus,-62.78,-19.00,4.91
Novana,-31.25,54.56,-109.91
Novantait,85.72,-39.75,134.63
Novants,-151.47,7.31,1.84
Novas,109.03,-0.25,71.84
Novgoreng,-104.56,-64.88,99.69
Novgorod,76.47,4.53,-130.88
Novgorots,109.56,58.53,-60.97
Nox,38.84,-17.78,-63.88
NSV 3315,50.47,-4.81,-49.41
NSV 4864,-46.09,38.63,-36.06
Ntumusho,166.56,-194.44,17.81
Nu,71.38,-114.50,15.09
Nu Caeli,120.56,-108.69,-55.06
Nu Chamaelontis,161.44,-56.44,68.88
Nu Gong,57.19,-79.59,154.72
Nu Goryni,20.13,80.25,-20.19
Nu Gu,81.53,39.97,-115.59
Nu Guambi,-114.09,7.25,-47.63
Nu Guana,-96.38,-138.34,-2.81
Nu Guang,-129.00,-58.91,-32.06
Nu Guei He,-58.78,29.25,159.44
Nu Horologii,104.31,-125.19,22.91
Nu Indi,48.31,-61.53,51.44
Nu Kop,132.09,-80.34,33.75
Nu Kuan,-161.50,-23.44,-42.34
Nu Kuang,34.22,-94.59,-126.66
Nu Kuni,28.63,-97.06,17.56
Nu Pictoris,140.94,-69.13,-11.75
Nu Tauri,8.66,-62.78,-98.31
Nu Wana,-60.44,-87.25,-52.03
Nu Wanga,-65.03,49.34,-115.16
Nu-1 Columbae,90.00,-58.66,-70.31
Nu-1 Lupi,61.91,14.66,98.09
Nu-2 Canis Majoris,47.63,-12.69,-41.50
Nu-2 Columbae,94.31,-61.13,-71.28
Nu-2 Lupi,25.78,5.78,40.44
Nuakea,-19.69,15.44,47.06
Nuen,-141.25,-59.53,65.63
Nuenets,48.00,17.66,28.31
Nuenoch,-24.16,16.34,95.56
Nugua,170.06,13.91,68.69
Nuguynici,-132.31,44.41,-13.84
Nuit,-100.81,-143.41,35.88
Nuitae,-145.66,17.94,59.19
Nuitati,-36.69,34.13,-154.66
Nuite,44.88,-1.53,-105.84
Nuites,53.25,-41.69,-74.91
Nuitu,0.25,-22.66,-140.59
Nujema,-82.47,-16.56,104.03
Nujemana,-97.31,99.03,-94.09
Nukaitu,2.50,29.97,133.03
Nukam,-0.94,30.72,65.31
Nukama,128.97,-76.31,39.47
Nukamba,-149.75,82.50,50.72
Nukunda,-107.53,-49.03,39.09
Nukups,106.94,-92.50,-84.03
Nukuru,-68.00,63.31,138.31
Nulili,7.63,116.59,57.00
Nulis,-137.84,-13.88,27.16
Nummitra,42.31,-178.53,55.50
Nun,100.66,-143.13,118.44
Nuna,149.06,-128.09,58.06
Nunet,102.81,-3.03,7.00
Nuneti,-122.47,-44.28,-63.84
Nungamici,28.44,-71.56,90.66
Nungar,97.59,-16.09,7.44
Nunggul,80.53,155.56,-32.66
Nungk,136.91,-65.44,129.34
Nungnges,179.47,-125.28,-1.81
Nunu,11.25,-111.41,-140.16
Nununni,110.31,9.75,45.59
Nunuri,136.44,46.41,-43.25
Nunus,82.41,-203.44,44.13
Nurundere,-86.34,5.72,-82.97
Nurundiji,70.13,-180.09,88.22
Nurungu,105.44,66.91,-79.66
Nusakan,-46.41,93.56,45.75
Nut,57.91,-129.50,-67.94
Nuwach,-48.47,-12.97,183.00
Nuxalis,53.97,97.97,-37.84
Nuxalkuq,149.53,-182.94,74.00
Nyal,-18.28,-11.66,-104.41
Nyala,-45.81,-2.63,-138.50
Nyalalandi,-32.63,-30.03,160.56
Nyalayan,29.72,-172.72,-6.47
Nyaliep,-49.69,-20.84,168.78
Nyalo,-119.81,-55.31,-42.97
Nyamad,-141.81,6.66,-35.75
Nyamari,-78.13,95.88,57.28
Nyament,101.91,-246.81,129.34
Nyaminawe,-1.34,-83.13,86.47
Nyamwere,103.91,-85.50,130.16
Nyamwezi,152.31,57.00,15.13
Nyan,20.06,-180.53,-23.09
Nyanga,88.19,-8.88,-58.47
Nyani,154.72,10.03,-99.53
Nyania,-40.84,30.97,162.06
Nyanktona,69.06,16.03,61.16
Nyanmil,15.56,63.94,85.47
Nyanomam,36.72,-83.69,146.78
Nyanook,78.41,-189.13,121.06
Nyikamana,95.34,22.38,-47.53
Nyikan,19.88,-125.88,124.53
Nyikara,-9.00,-182.31,77.69
Nyikari,8.66,-7.19,137.69
Nyikas,44.34,-171.84,-63.13
Nyikates,-113.28,-44.59,-4.09
Nyiko Oh,-124.66,77.81,-55.31
Nyikoku,-182.59,28.06,-25.31
Nyokojai,-82.91,-10.75,35.19
Nyokomici,-115.16,19.22,103.69
Nyokot,-54.69,-2.25,-181.00
Nyora,-159.50,-4.09,0.84
Nyore,-127.56,109.06,1.63
Nyorensei,-104.13,79.81,-65.63
Nyorenses,-141.06,-2.66,56.38
Nyoro,136.13,-75.66,-39.22
Nyororor,80.59,-168.31,-60.19
Nyoru,8.59,-63.94,80.69
Nysa,88.97,-114.50,-6.72
Nyx,-29.44,-68.78,-11.50
Nzam Caihe,49.31,-153.66,-88.09
Nzam Cakua,-90.66,8.50,-40.63
Nzam Cimi,-132.91,15.78,39.44
Nzambassee,-1.03,33.06,-19.97
Nzamnet,83.53,-87.50,15.19
Nzamnite,-5.63,-4.94,100.78
Oanoa,-1.16,39.22,158.41
Obaluaye,67.09,-95.19,93.84
Obamba,-104.47,-14.41,90.34
Obambivas,-59.94,7.38,56.81
Obambojas,-30.38,-10.09,114.31
Obambori,-6.47,-22.81,160.00
Obamboro,-126.09,-31.78,-82.53
Obamulo,150.81,-175.66,76.16
Obamumbo,-9.03,-78.59,-152.91
Obassi Osaw,-53.97,-144.53,-96.94
Obastaragea,114.59,-209.59,19.53
Obastini,81.41,46.00,101.06
Obates,62.22,94.97,108.34
Obato,-23.94,-42.06,-88.53
Obe,-59.09,-46.25,66.03
Obotra,-5.09,-23.63,-152.31
Obotrima,24.19,-67.53,-0.69
Obotrimi,-66.75,-58.88,28.41
Obotrimpox,137.47,20.56,-2.88
Ocaina,-64.00,-44.66,95.56
Ocainawaka,-49.91,-149.63,-56.59
Ocainn,0.31,-124.34,-48.16
Ocairi,116.34,-86.19,31.78
Ocassi,29.16,112.91,-127.13
Ocelete,-4.81,49.28,-91.53
Oceliu Anat,-149.00,-34.78,56.38
Ocelliep,123.41,-86.53,-101.41
Ochoeng,-139.06,-2.31,-6.66
Ochosag,115.13,-21.84,-94.63
Ochoshei,110.97,4.69,68.78
Ochosi,27.16,153.03,68.66
Ocsho,-51.00,-18.75,94.72
Ocshodhis,-132.91,-25.00,-60.84
Ocshongzi,129.38,-12.28,-86.69
Ocshooit,19.06,139.41,-3.31
Odinja,156.19,-2.97,20.41
Odins,99.53,-124.81,-24.50
Odomazotz,72.44,-9.53,67.34
Odudu,13.69,0.19,-174.59
Odudungu,-16.75,23.44,-174.41
Oduduni,-172.19,35.19,26.25
Odudunn,56.59,98.50,-80.69
Oduduro,-7.91,-23.38,-31.63
Odudusekui,1.66,-207.97,79.06
Oduduseri,122.44,-9.25,39.09
Oduwaid Fo,-58.03,111.78,-72.25
Oduwonggani,105.69,127.09,53.28
Oeng,-43.41,-120.69,124.56
Oeng Bosat,40.16,-120.81,-117.66
Oeng Ku,129.34,-204.47,58.84
Oeng Zhaob,56.34,-37.88,16.28
Ofan,45.75,-16.78,86.78
Ofaye Aibe,69.31,-77.00,-82.00
Ofayeka,151.28,-141.22,-15.66
Ogdoad,139.91,-204.38,-36.88
Oghmangua,-50.38,-90.47,99.75
Oglan,-25.75,-165.31,29.09
Ogma,90.81,79.47,-5.59
Ogmana,129.06,-135.03,-71.66
Ogminegalku,-127.38,3.13,-97.78
Ogminiquit,145.75,-20.09,-102.38
Ogmiusitou,-119.19,-82.59,8.84
Ogmiutana,58.69,-22.97,-159.66
Ogonda,199.97,-109.72,34.44
Ogondage,80.22,64.97,-36.22
Ogones,81.81,-242.66,-4.84
Ogoni,63.00,-193.75,14.00
Ogowei,69.78,-187.72,87.22
Ogowen,-91.16,-97.72,-48.81
Ogowenae,-38.97,116.97,-44.28
Ogowendes,55.50,-63.56,73.13
Ogowenk,-70.38,31.72,-76.81
Ogunda,72.03,-16.78,-104.53
Ogungurugh,121.13,-131.56,125.00
Oguninksmii,80.00,47.84,53.34
Ogunnr,40.69,-41.22,-84.94
Ogunnus,137.22,83.25,-5.28
Oho Bajo,-27.56,-6.31,87.59
Oicoan,-136.13,-43.78,73.19
Oicolmas,-84.44,-82.50,-38.63
Oicorio,178.97,-180.16,47.88
Oicornga,136.09,-206.66,-3.47
Oisi,-44.81,19.34,-102.38
Oitbi,-44.09,-74.19,87.41
Ojibway,-37.03,-21.47,24.06
Okinoukhe,-111.56,8.84,-41.66
Okinura,11.88,0.38,-30.25
Okona,-120.78,61.03,101.66
Okond,-106.78,-14.28,-120.81
Okonoharyi,142.00,-79.81,40.84
Okonos,-79.03,27.53,113.19
Okua'gsa,97.38,-127.56,80.78
Okuapang,-84.31,52.81,-14.88
Okundu,110.84,-118.91,131.41
Olcadri,-141.81,71.16,20.25
Olcae,107.59,-73.56,-20.34
Olela,-7.56,149.22,-33.47
Olelatha,202.34,-155.19,41.56
Olelbanu,-83.44,80.06,36.50
Olelbis,89.16,3.47,45.19
Oleles,-66.50,-88.59,-103.66
Oleleuts,-64.88,1.72,100.38
Olgrea,-28.13,68.28,-6.38
Olker,46.91,81.19,-8.47
Olkolo,71.84,-48.88,-76.28
Olkondi,145.22,-26.59,30.47
Ollae,64.84,-160.66,-45.59
Ollavs,-138.84,38.31,41.06
Oloduma,133.66,40.59,41.75
Olodumanpa,-132.75,7.00,-127.59
Olodyang,-63.31,-43.50,41.41
Oloku,164.06,-115.75,18.34
Olokulu,27.75,-108.88,-89.28
Ololones,134.25,23.75,-61.22
Ololoney,-64.47,-103.66,104.03
Ololos,105.66,47.06,22.97
Olorun,37.91,40.63,-27.25
Oluf,26.66,-72.94,50.19
Oluri,66.53,-34.25,-143.38
Oluroana,99.91,16.31,-18.63
Olurorai,-111.84,114.25,-13.97
Olurung,32.94,-27.22,-71.41
Olwain,-35.53,73.78,-40.34
Omagatae,-119.53,-6.94,-33.16
Omagua,100.16,32.00,100.31
Oman,-140.16,37.13,10.69
Omana,210.34,-116.97,88.44
Omanari,27.41,-17.38,-123.53
Omani,3.84,58.66,-59.72
Omanmatho,-157.53,20.97,-29.47
Ombiko,81.72,-87.94,6.59
Ombilia,15.31,-15.59,94.75
Omega Draconis,-63.38,39.91,-10.13
Omega-1 Aquarii,-47.13,-132.91,18.28
Omicron Capricorni B,-52.66,-69.00,105.41
Omicron Columbae,75.59,-57.84,-46.28
Omicron Gruis,25.84,-87.28,42.28
Omicron Ursae Majoris,-58.75,105.13,-132.59
Omicron-2 Eridani,4.59,-9.91,-12.06
Omukate,135.31,-5.97,54.09
Omukula,-19.69,-157.91,14.94
Omumba,170.59,-91.66,-43.56
Omumbojas,-79.38,12.16,24.53
Onateru,-153.63,-15.00,38.69
Onati,-34.84,-96.44,68.88
Ondi,83.31,-71.31,85.00
Ondumbo,-86.50,117.31,-43.38
Onduwatya,-119.94,60.34,-38.72
Ongerinja,-40.44,14.19,35.84
Ongkadja,28.94,-77.38,106.81
Ongkala,-84.81,91.00,-10.00
Ongkama,56.50,-160.47,-87.28
Ongkampan,-49.22,16.94,67.59
Ongkandjeri,53.56,-71.22,-80.72
Ongkara,21.34,-56.50,111.28
Ongkarango,-137.91,-58.81,-25.00
Ongkatavi,-14.78,-67.63,-110.88
Ongkuma,71.41,-73.44,35.91
Onil,101.47,-150.41,151.78
Onileut,124.94,-13.38,17.63
Onuras,125.13,-77.97,87.97
Onuris,-9.88,9.69,154.44
Onuro,111.44,-214.47,88.56
Onurongo,-103.91,32.88,79.81
Onuros,151.22,-35.03,39.63
Onya,36.81,117.88,39.94
Onyaks,11.22,-117.16,108.09
Onyaksas,-3.28,-14.72,-95.50
Onyali,103.09,-34.84,-67.19
Onyama,140.50,18.47,4.78
Onyayp,-23.25,72.28,-165.78
Opala,-25.50,35.25,9.28
Opet,87.25,-85.72,-51.50
Opetani,-145.44,49.38,60.28
Opete,185.72,-145.97,22.34
Opeten,92.25,96.66,-4.72
Opetes,-5.66,-102.69,-110.69
Opila,5.47,-16.25,-84.13
Opones,-92.53,8.41,-33.84
Oponna,-119.88,20.53,26.47
Oponner,78.16,-54.84,-69.97
Opontani,35.59,99.03,-106.50
Oppi,3.69,-44.63,131.00
Oppida,37.47,-78.44,172.72
Oppidavasti,151.81,-183.56,47.97
Oppidii,123.66,35.97,-4.03
OR Delphini,-100.19,-34.72,53.84
Orang,82.94,-86.28,55.38
Oranito,-48.31,42.06,159.03
Orannika,53.66,-72.25,-17.66
Oranyayp,18.34,-191.34,43.16
Orao,136.03,-208.53,-49.94
Oraon,56.50,96.84,-47.81
Oraona,184.94,-122.72,46.44
Orcus,11.13,-84.63,79.66
Ordonner,130.03,-85.66,92.06
Ordovii,129.41,108.84,69.41
Orejon,52.00,-56.97,139.06
Orerve,74.03,48.75,64.75
Oresqu,57.88,45.84,46.91
Oret,-50.09,150.47,78.78
Oretana,32.41,177.47,49.13
Oretes,-125.66,-14.09,-91.22
Orgelal,45.34,-52.16,-48.91
Orgeleu,120.16,-123.16,-20.75
Orgelma,110.00,-10.06,-113.22
Orgen,165.47,-4.84,79.31
Orgetu,-92.97,-25.19,-75.97
Ori,-26.28,56.09,2.44
Oris,-82.78,-97.84,-21.22
Orisala,-84.59,1.81,-88.00
Orisater,69.09,-11.06,135.81
Orisates,98.53,-92.63,97.63
Orisattu,104.53,-4.44,122.31
Orishala,-30.09,-79.34,-55.50
Orishalina,-136.75,35.25,92.88
Orishanann,-88.28,-82.28,-63.00
Orishanh,-113.00,-49.13,24.59
Orishiali,-63.81,-99.69,100.56
Orishis,-31.00,93.97,-3.56
Orishpucho,59.16,20.69,-37.91
Orishvati,-8.03,15.91,77.84
Orisini,105.78,66.78,-106.41
Orniaci,-153.75,-43.78,15.94
Ornicornat,-4.75,-120.31,-81.91
Orobriambu,-71.78,67.34,-137.63
Orobriges,18.34,95.59,-102.28
Orobrogee,78.31,61.50,-123.47
Orobu,-144.44,-20.28,67.91
Orocori,-6.28,-120.13,81.66
Orokudumbla,-6.50,-16.81,195.53
Orom,95.56,-19.78,-54.59
Orom Djugua,74.34,-67.03,70.78
Oromecani,129.25,16.06,93.56
Oromila,-152.50,-70.94,16.41
Orong,-103.00,68.34,-72.38
Oronitek,105.41,113.44,-55.72
Orrere,68.84,48.75,76.75
Orulanqui,60.31,100.25,-25.44
Orulas,76.75,-141.38,-120.38
Orule,84.06,-84.81,94.44
Orulebo,67.31,-70.56,79.16
Orulendiji,137.25,-142.22,42.53
Osage,-16.22,-195.81,-4.38
Osanartar,87.97,-60.84,-80.53
Osane,142.91,-154.25,90.66
Osans,-39.41,60.03,76.88
Oscabi,125.19,-16.00,18.44
Oscabs,-76.63,-72.28,84.00
Oscans,116.44,-73.16,-55.91
Osci,102.72,-152.53,-56.81
Oserktomen,46.59,40.22,-113.63
Osermians,86.31,-26.09,-69.50
Osermo,-4.91,161.00,-25.84
Osha,127.28,-63.59,-105.75
Oshambia,187.56,-131.66,34.31
Oshanla,128.97,-148.88,41.09
Oshatha,128.53,-220.31,86.63
Oshepra,5.22,43.38,73.78
Osira,-67.19,76.28,82.19
Osire Fades,96.38,-239.06,77.50
Osiris,-40.78,55.91,74.47
Osis,-159.22,-15.06,53.00
Osismii,-66.09,-175.75,94.84
Osismonti,129.16,32.34,134.47
Osissi,68.63,131.53,45.84
Osissi Hua,106.69,-103.84,84.22
Ossian,69.25,-102.91,-100.09
Ossians,103.22,-57.88,-90.72
Ossim,-112.53,-23.53,109.03
Ossimava,-51.91,108.25,-63.72
Ossito,138.09,-67.91,-6.13
Ostya,48.75,37.56,-104.66
Ostyas,-111.16,75.53,-45.59
Ostyat,143.97,9.66,7.94
Osuntes,42.09,130.22,-11.88
Osuntii,56.69,-54.91,194.50
OT Serpentis,-11.13,30.34,18.41
Otatii,167.09,-101.41,52.34
Othe,116.88,10.09,93.69
Othel,13.59,-93.59,2.47
Othelkan,-162.84,51.59,-84.50
Otherni,73.72,-62.50,-61.13
Othet,-72.75,36.97,87.25
Othi,48.78,56.28,65.75
Othieh,115.72,102.44,-29.47
Othime,2.41,-26.44,52.44
Othit,120.31,78.44,37.56
Othiti,47.19,85.69,-136.44
Oto,27.25,-20.72,-47.16
Otohiko,-57.47,32.69,-142.22
Otohime,191.47,-180.63,88.97
Otshe,107.22,22.91,-20.78
Otshirvani,48.19,89.31,-37.06
Ottia,-68.63,7.00,-71.81
OU Geminorum,11.34,3.06,-46.38
Ovamalu,42.03,-160.81,-18.03
Ovid,-28.06,35.16,14.81
Ovimbaia,71.59,-16.22,121.34
Ovimbiabas,23.31,-61.97,-9.06
Ovimbundu,-86.44,28.59,61.03
Ovini,145.31,-133.59,-43.63
Ovinn,27.66,-82.50,-89.00
Ovinnik,124.75,-76.44,77.03
Owionenseno,-76.53,35.41,71.19
Owiones,23.53,108.31,118.84
Oxlaha,-131.06,-20.72,-54.81
Oxlahatta,-51.09,-126.97,28.13
Oxlahuntiku,8.13,101.72,30.06
Oxossi,88.41,-52.50,27.91
Oxosso Kait,49.19,-76.94,-100.03
Oyas,42.53,15.44,50.66
p Velorum,84.75,13.41,17.25
P'urhep,177.75,-120.22,65.97
Pa Kammai,95.06,-161.56,168.34
Pa Kazahuan,-76.41,-2.63,106.66
Pa Pa Pole,59.25,-0.41,139.81
Pa Para,-76.13,-10.75,78.41
Pa Puggsa,-169.81,-16.63,-15.91
Pacalite,-63.44,-33.94,34.34
Pacamundu,51.97,92.50,85.72
Pacana,-30.75,43.91,42.38
Pacanis,156.59,-32.25,5.19
Pacap,42.06,66.91,-40.22
Pach Kach,75.16,-159.56,-71.66
Pachamama,3.84,-61.81,26.94
Pachanu,-160.22,40.53,-55.75
Pachanwen,28.06,-13.66,-46.91
Pachita,108.50,2.34,44.09
Padh,119.75,-241.97,63.34
Padhbh,172.44,18.66,39.53
Padhyas,-31.63,-15.94,-25.41
Paeligni,-85.06,1.44,136.16
Paeling,59.13,11.16,134.22
Paelis,-89.66,-96.59,-23.75
Paemalites,2.13,-48.13,68.31
Paemani,-10.31,87.03,-138.69
Paemara,100.50,69.06,84.25
Paeni,71.31,-58.28,-134.03
Paentun,154.72,-192.13,70.41
Paesan,-47.50,-77.47,-138.59
Paesans,134.16,-74.75,50.81
Paesi,-31.75,-155.91,21.41
Paesia,107.59,-15.06,130.44
Paesici,9.41,-59.22,125.41
Paesing,-100.28,-104.63,50.97
Paestae,-79.97,-79.16,-140.13
Paeste,127.09,71.84,103.44
Paesui Xena,116.88,-62.06,23.38
Paesvate,92.03,-169.75,-4.81
Pah,103.38,71.88,-21.25
Pai Ho,9.94,-94.81,-52.31
Pai Huldr,52.63,-114.59,7.19
Pai Shihil,-134.41,-38.41,24.78
Pai Szu,114.03,-18.19,65.44
Paijao,-99.78,-99.50,59.38
Paipai,97.84,7.50,-16.84
Paiphu,99.44,-17.75,17.88
Paita,-128.31,-61.66,106.94
Paitina,73.72,26.06,13.78
Paitra,133.81,8.19,-108.59
Paiwatec,56.22,-159.69,-15.28
Paiyati,131.59,62.19,-15.47
Paiyu,99.88,-82.06,132.72
Paiyungh,-84.84,-44.44,-52.78
Pakadji,64.91,13.69,121.53
Pakaia,-19.63,-142.16,96.41
Palaemon,-78.00,20.88,11.72
Palanti,-8.38,-131.09,-92.97
Paledawa,-9.72,49.59,121.69
Palee,-58.81,43.28,98.25
Palekereg,88.06,-137.31,18.28
Palengue,139.66,-94.84,-40.66
Paleni,-94.19,-75.00,-7.78
Paletes,-68.25,-30.16,77.13
Palis,58.28,-30.59,-49.91
Paliti,-115.81,-59.63,48.22
Palivik,92.69,-40.78,-98.31
Pallaeni,112.69,47.13,128.44
Palliep,117.47,-252.91,-19.69
Palliyan,85.06,126.22,-10.72
Palliyar,-2.13,-109.31,-22.66
Pallu,-140.66,59.88,17.78
Palluvumbo,173.31,55.75,-67.50
Pamenhari,25.00,-32.31,136.22
Pamequi,-61.19,-81.94,108.72
Paminie,71.63,0.56,-84.81
Pan,14.94,40.03,22.38
Panara,81.81,-141.59,139.72
Panarion,36.63,-10.31,62.53
Pancegilal,5.91,-148.56,87.34
Pancho,-22.09,163.88,30.56
Panchua,111.34,-22.88,-57.28
Panci,74.94,-55.13,147.38
Pancienses,64.44,-17.50,43.47
Pand,-10.03,-2.41,207.84
Pandadjara,112.16,109.81,-85.00
Pandamonium,34.16,-114.03,45.97
Pandhis,82.13,56.00,-26.09
Pandin,-19.97,117.47,-101.13
Pandinus,-114.84,-92.06,6.16
Pandjuk,30.44,90.25,38.19
Pandra,-41.13,54.72,81.84
Pang,121.56,-18.03,-87.84
Pang Guans,-17.19,19.69,146.00
Panga,81.94,-232.66,13.19
Panganau,142.41,-140.81,39.69
Pangerang,31.34,33.16,104.66
Pangilagara,124.19,-118.97,57.81
Pangkomo,-104.06,-11.34,-131.69
Pangluya,27.19,41.19,-16.59
Pangondian,-36.97,133.22,-47.53
Pangwa,94.97,98.72,103.56
Panik,-31.94,78.38,87.16
Panitollemi,-22.00,-24.38,95.19
Panjabell,-138.09,-84.28,44.94
